dataset,#Instances,Log#Instances,#Features,Log#Features,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,#Classes,#CategoricalFeatures,%CategoricalFeatures,#NumericFeatures,%NumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,#BinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,#MissingValues,%MissingValues,#InstancesWithMissingValues,%InstancesWithMissingValues,#FeaturesWithMissingValues,%FeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean
sleuth_case2002.arff,147,4.990432587,7,1.945910149,0.047619048,-3.044522438,21,3.044522438,2,4,66.66666667,2,33.33333333,0.5,2,0.469387755,0.530612245,0.5,0.030612245,4,2,2,2,0,8,0,0,0,0,0,0,78,53.06122449,0.002012864,-0.518019391,-0.232961543,-0.375490467,0.142528924,-0.835236728,-0.689420879,-0.762328804,0.072907925,10.62594223,3.302124977,42.40816402,0.001980889,0.997294382,3.87167,0.008939829,111.5563191,432.0814069,0.003392539,0.007386292,0.726666667,0.004311138,0.000431114,0.69,0.004804189,0.000480419,0.73,0.006787446,0.000678745,0.746666667,0.010779226,0.001077923,0.696666667,0.006907452,0.000690745,0.703333333,0.007483402,0.00074834,0.59,0.008127645,0.000812765,0.666666667,0.01074883,0.001074883,0.633333333,0.015094706,0.001509471
socmob.arff,1156,7.052721049,6,1.791759469,0.005190311,-5.26096158,192.6666667,5.26096158,2,4,80,1,20,0.25,4,0.221453287,0.778546713,0.5,0.278546713,2,2,17,9.5,7.5,38,0,0,0,0,0,0,900,77.85467128,0.0034482,81.51785715,81.51785715,81.51785715,0,7.184374809,7.184374809,7.184374809,0,44.33903885,0,16.94074249,0.001203218,0.762812298,6.5931,0.064579057,11.81206939,101.0935231,0.003940461,0.008591879,0.920689655,0.006036619,0.000603662,0.919396552,0.006900347,0.000690035,0.919827586,0.00722839,0.000722839,0.920258621,0.0079579,0.00079579,0.928017241,0.009337575,0.000933757,0.926293103,0.010982131,0.001098213,0.918965517,0.011605057,0.001160506,0.92112069,0.008961766,0.000896177,0.906034483,0.024341092,0.002434109
solar-flare_1.arff,323,5.777652323,13,2.564949357,0.040247678,-3.212702966,24.84615385,3.212702966,2,12,100,0,0,0,0,0.021671827,0.978328173,0.5,0.478328173,6,2,6,3.166666667,1.462494065,38,0,0,0,0,0,0,316,97.83281734,0.008383842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.150727194,4.54692,0.009138561,16.49353668,496.5534542,0.018469876,0.026853718,0.984615385,0.004390484,0.000439048,0.984615385,0.004276004,0.0004276,0.981538462,0.004587073,0.000458707,0.984615385,0.004545623,0.000454562,0.976923077,0.005384876,0.000538488,0.984615385,0.006537565,0.000653757,0.966153846,0.006618885,0.000661889,0.349230769,0.007322342,0.000732234,0.966153846,0.016890849,0.001689085
sonar.arff,208,5.33753808,61,4.110873864,0.293269231,-1.226664216,3.409836066,1.226664216,2,0,0,60,100,0,0,0.466346154,0.533653846,0.5,0.033653846,0,0,0,0,0,0,0,0,0,0,0,0,111,53.36538462,0.002692635,-1.209918363,20.21229357,2.193705564,4.160613519,-0.783208013,3.37711668,0.960230496,0.938409223,0.141895501,0.094120917,0.281321279,0.050282922,-1,-1,-1,-1,-1,-1,0.052975557,0.752380952,0.013421727,0.001342173,0.752380952,0.027085046,0.002708505,0.728571429,0.019984557,0.001998456,0.75,0.040593225,0.004059322,0.745238095,0.035545866,0.003554587,0.79047619,0.059356799,0.00593568,0.733333333,0.038610362,0.003861036,0.728571429,0.008130014,0.000813001,0.847619048,0.022404021,0.002240402
space_ga.arff,3107,8.041412909,7,1.945910149,0.002252977,-6.09550276,443.8571429,6.09550276,2,0,0,6,100,0,0,0.495976827,0.504023173,0.5,0.004023173,0,0,0,0,0,0,0,0,0,0,0,0,1566,50.40231735,0.004934064,0.278495778,8.41036998,1.953988785,2.893413153,-1.019754648,0.587624371,0.033454721,0.651735049,1912308.263,4276048.776,-15273124.2,0.010481185,-1,-1,-1,-1,-1,-1,0.015415249,0.734083601,0.022630216,0.002263022,0.734083601,0.036254849,0.003625485,0.738424437,0.037344377,0.003734438,0.739067524,0.065845415,0.006584541,0.773954984,0.065228015,0.006522802,0.774598071,0.131594904,0.01315949,0.771864952,0.142760202,0.01427602,0.603215434,0.014071497,0.00140715,0.564308682,0.055416733,0.005541673
spambase.arff,4601,8.43402895,58,4.060443011,0.012605955,-4.37358594,79.32758621,4.37358594,2,0,0,57,100,0,0,0.394044773,0.605955227,0.5,0.105955227,0,0,0,0,0,0,0,0,0,0,0,0,2788,60.59552271,0.010157089,5.250377691,1479.032074,240.9067064,294.3015306,1.591155529,31.05194092,11.1829919,6.895040503,15.19234467,83.0807626,6.150770086,0.063472138,-1,-1,-1,-1,-1,-1,0.073629227,0.786753529,0.078235248,0.007823525,0.786862106,0.096865,0.0096865,0.851574376,0.156858542,0.015685854,0.842019544,0.196661464,0.019666146,0.901411509,0.246100001,0.02461,0.899782845,0.286864156,0.028686416,0.9165038,0.757737034,0.075773703,0.827795874,0.058176477,0.005817648,0.815418024,0.461939929,0.046193993
SPECT.arff,267,5.587248658,23,3.135494216,0.086142322,-2.451754442,11.60869565,2.451754442,2,22,100,0,0,0,0,0.411985019,0.588014981,0.5,0.088014981,22,2,2,2,0,44,0,0,0,0,0,0,157,58.80149813,0.005844373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.97753104,4.39718,0.020407804,47.89986402,214.4655461,0.02089605,0.026740423,0.696296296,0.004923011,0.000492301,0.696296296,0.006731786,0.000673179,0.727777778,0.009444554,0.000944455,0.727777778,0.009255465,0.000925547,0.683333333,0.00668481,0.000668481,0.681481481,0.006980088,0.000698009,0.633333333,0.0128817,0.00128817,0.688888889,0.015982909,0.001598291,0.651851852,0.025527336,0.002552734
SPECTF.arff,349,5.855071922,45,3.80666249,0.128939828,-2.048409432,7.755555556,2.048409432,2,0,0,44,100,0,0,0.272206304,0.727793696,0.5,0.227793696,0,0,0,0,0,0,0,0,0,0,0,0,254,72.77936963,0.002083131,1.009775546,19.87694826,5.68327587,4.209667575,-3.251699924,-0.894554615,-1.813168023,0.609733674,9.29955334,2.235753167,65.03223454,0.040727442,-1,-1,-1,-1,-1,-1,0.042810573,0.742857143,0.01016459,0.001016459,0.727142857,0.012294697,0.00122947,0.752857143,0.017465615,0.001746561,0.727142857,0.02208861,0.002208861,0.802857143,0.030452715,0.003045271,0.787142857,0.034036316,0.003403632,0.858571429,0.043496265,0.004349627,0.747142857,0.009709041,0.000970904,0.855714286,0.036475123,0.003647512
spectrometer.arff,531,6.274762021,103,4.634728988,0.193973635,-1.640033033,5.155339806,1.640033033,2,2,1.960784314,100,98.03921569,50,0.02,0.103578154,0.896421846,0.5,0.396421846,0,4,531,267.5,263.5,535,0,0,0,0,0,0,476,89.64218456,0.005752789,-3,17.83468616,5.651429702,4.886249612,-1.762298584,3.866346359,0.95822997,1.77115932,1313.577433,975.0864918,4677.608176,0.095782577,0.480236526,5.97303,0.167037683,2.875019082,34.75856416,0.002395384,0.10393075,0.928971963,0.089424626,0.008942463,0.921495327,0.148767214,0.014876721,0.941121495,0.13015641,0.013015641,0.941121495,0.211151403,0.02111514,0.947663551,0.143531556,0.014353156,0.948598131,0.292760241,0.029276024,0.942990654,0.193626969,0.019362697,0.841121495,0.030549035,0.003054904,0.969158879,0.128119466,0.012811947
splice.arff,3190,8.067776196,62,4.127134385,0.019435737,-3.940641811,51.4516129,3.940641811,2,61,100,0,0,0,0,0.481191223,0.518808777,0.5,0.018808777,0,4,3178,56.80327869,402.9450526,3465,0,0,0,0,0,0,1655,51.88087774,0.023503813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.998978994,7.66064,0.028882436,34.58776746,264.2353985,0.114206661,0.137710474,0.99968652,0.061383085,0.006138309,0.99968652,0.053320575,0.005332057,0.99968652,0.047289482,0.004728948,0.99968652,0.076787675,0.007678768,0.99968652,0.060819373,0.006081937,0.99968652,0.061949956,0.006194996,0.99968652,0.054796965,0.005479696,0.987931034,0.052709886,0.005270989,1,0.298219726,0.029821973
stock.arff,950,6.856461985,10,2.302585093,0.010526316,-4.553876892,95,4.553876892,2,0,0,9,100,0,0,0.486315789,0.513684211,0.5,0.013684211,0,0,0,0,0,0,0,0,0,0,0,0,488,51.36842105,0.003650315,-1.302802239,-0.022757852,-0.780567552,0.41196718,-0.660188794,0.746088147,-0.018733967,0.444760912,7.14268846,3.834314354,41.01183446,0.018696861,-1,-1,-1,-1,-1,-1,0.022347176,0.817894737,0.016837162,0.001683716,0.817894737,0.019774941,0.001977494,0.830526316,0.020847495,0.00208475,0.816842105,0.028478931,0.002847893,0.928947368,0.030762204,0.00307622,0.927894737,0.041399712,0.004139971,0.938947368,0.0397895,0.00397895,0.700526316,0.018131174,0.001813117,0.97,0.041764862,0.004176486
strikes.arff,625,6.43775165,7,1.945910149,0.0112,-4.491841501,89.28571429,4.491841501,2,0,0,6,100,0,0,0.496,0.504,0.5,0.004,0,0,0,0,0,0,0,0,0,0,0,0,315,50.4,0.002818563,-1.196066078,60.58220235,10.13688641,22.58268517,-0.23035498,6.402213573,1.418069205,2.299266203,99.37195841,206.1227438,388.3489677,0.011072925,-1,-1,-1,-1,-1,-1,0.013891488,0.7304,0.007726178,0.000772618,0.7304,0.01137373,0.001137373,0.8032,0.012392991,0.001239299,0.7992,0.011663481,0.001166348,0.892,0.011845464,0.001184546,0.9024,0.015520254,0.001552025,0.9584,0.0142444,0.00142444,0.6416,0.009227043,0.000922704,0.7728,0.021760173,0.002176017
sylva_agnostic.arff,14395,9.574636203,217,5.379897354,0.015074679,-4.19473885,66.33640553,4.19473885,2,0,0,216,100,0,0,0.061549149,0.938450851,0.5,0.438450851,0,0,0,0,0,0,0,0,0,0,0,0,13509,93.8450851,0.141412108,-3,14390.00337,550.035815,1856.021332,-1.178834558,119.9666901,13.10132752,19.49374681,28.39718514,66.04499987,84.29136905,0.541199176,-1,-1,-1,-1,-1,-1,0.682611284,0.940708579,0.914240295,0.091424029,0.93852032,1.030627197,0.10306272,0.978256339,1.826440487,0.182644049,0.982945467,1.981069838,0.198106984,0.989475512,2.847569049,0.284756905,0.990170198,2.940712283,0.294071228,0.990135464,5.460150892,0.546015089,0.982111844,0.919612538,0.091961254,0.960958666,138.1052749,13.81052749
sylva_prior.arff,14395,9.574636203,109,4.691347882,0.007572074,-4.883288321,132.0642202,4.883288321,2,0,0,108,100,0,0,0.061549149,0.938450851,0.5,0.438450851,0,0,0,0,0,0,0,0,0,0,0,0,13509,93.8450851,0.096450506,-3,14390.00337,776.8195957,2494.309971,-1.175549388,119.9666901,14.90629224,23.58438734,28.35123372,65.95268185,84.19905853,0.217145783,-1,-1,-1,-1,-1,-1,0.313596289,0.941160125,0.546774325,0.054677432,0.93852032,0.479151321,0.047915132,0.978152136,0.706455377,0.070645538,0.980548802,0.951784813,0.095178481,0.989996527,1.470836166,0.147083617,0.990031261,1.136673843,0.113667384,0.989440778,2.568714112,0.256871411,0.982702327,0.425653105,0.042565311,0.976033345,33.80758257,3.380758257
tae.arff,151,5.017279837,6,1.791759469,0.039735099,-3.225520368,25.16666667,3.225520368,2,2,40,3,60,1.5,0.666666667,0.344370861,0.655629139,0.5,0.155629139,2,2,2,2,0,4,0,0,0,0,0,0,99,65.56291391,0.004063231,-1.155816374,-0.375548955,-0.685252302,0.338241966,-0.008230182,0.861498833,0.448870261,0.356455187,8.884916941,2.805598618,16.53863144,0.005919376,0.928940032,4.82802,0.037056115,25.06846794,129.2895583,0.003722161,0.013704768,0.661290323,0.008084222,0.000808422,0.661290323,0.008177779,0.000817778,0.687096774,0.008247651,0.000824765,0.680645161,0.00838858,0.000838858,0.719354839,0.00574371,0.000574371,0.690322581,0.005622914,0.000562291,0.75483871,0.006502432,0.000650243,0.716129032,0.01437467,0.001437467,0.670967742,0.017376794,0.001737679
tecator.arff,240,5.480638923,125,4.828313737,0.520833333,-0.652325186,1.92,0.652325186,2,0,0,124,100,0,0,0.425,0.575,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,138,57.5,0.002675661,-0.006289996,9.137475759,0.979936292,1.256666776,-1.540518403,1.677657962,0.694316642,0.514165963,0.802847308,1.547936021,3.239056916,0.172025489,-1,-1,-1,-1,-1,-1,0.174701149,0.883333333,0.036526836,0.003652684,0.852083333,0.052219993,0.005221999,0.879166667,0.050613728,0.005061373,0.875,0.083571569,0.008357157,0.90625,0.080937752,0.008093775,0.910416667,0.13631422,0.013631422,0.897916667,0.088615375,0.008861538,0.683333333,0.017149809,0.001714981,0.933333333,0.035933122,0.003593312
thyroid_sick.arff,3772,8.235360644,30,3.401197382,0.00795334,-4.834163262,125.7333333,4.834163262,2,22,75.86206897,7,24.13793103,0.318181818,3.142857143,0.061240721,0.938759279,0.5,0.438759279,19,1,152,8.909090909,31.23213539,196,6064,5.358784023,3772,100,8,0.212089077,3541,93.87592789,0.01013972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.008346341,0.332350556,-1,0.003547986,93.67302653,-1,0.036044049,0.054530109,0.939072848,0.031371708,0.003137171,0.939072848,0.038885902,0.00388859,0.966092715,0.042983476,0.004298348,0.966225166,0.047302509,0.004730251,0.980794702,0.089707272,0.008970727,0.979072848,0.082275978,0.008227598,0.98781457,0.08959674,0.008959674,0.421324503,0.044520264,0.004452026,0.903443709,0.504977092,0.050497709
tic-tac-toe.arff,958,6.864847778,10,2.302585093,0.010438413,-4.562262685,95.8,4.562262685,2,9,100,0,0,0,0,0.346555324,0.653444676,0.5,0.153444676,0,3,3,3,0,27,0,0,0,0,0,0,626,65.34446764,0.003587549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.930953986,6.54935,0.013049186,71.34192038,500.8973009,0.009716541,0.01330409,0.651041667,0.006392295,0.000639229,0.651041667,0.00636782,0.000636782,0.699479167,0.007311683,0.000731168,0.699479167,0.007468402,0.00074684,0.765625,0.011439259,0.001143926,0.765625,0.015853428,0.001585343,0.878645833,0.021352784,0.002135278,0.709375,0.019166227,0.001916623,0.730208333,0.084443192,0.008444319
transplant.arff,131,4.875197323,4,1.386294361,0.030534351,-3.488902962,32.75,3.488902962,2,0,0,3,100,0,0,0.366412214,0.633587786,0.5,0.133587786,0,0,0,0,0,0,0,0,0,0,0,0,83,63.35877863,0.002760533,-1.200139982,11.07996555,4.716616866,5.023267937,0,2.719421864,1.536906401,1.138129612,14.33132569,16.60659669,23.5869263,0.006177547,-1,-1,-1,-1,-1,-1,0.008938081,0.992592593,0.004751291,0.000475129,0.992592593,0.007873817,0.000787382,0.992592593,0.007849737,0.000784974,0.992592593,0.004703921,0.000470392,0.992592593,0.005333558,0.000533356,0.992592593,0.008026193,0.000802619,0.992592593,0.007678412,0.000767841,0.959259259,0.013980308,0.001398031,0.992592593,0.026610153,0.002661015
triazines.arff,186,5.225746674,61,4.110873864,0.327956989,-1.11487281,3.049180328,1.11487281,2,0,0,60,100,0,0,0.413978495,0.586021505,0.5,0.086021505,0,0,0,0,0,0,0,0,0,0,0,0,109,58.60215054,0.003218846,-3,181.0054551,17.45607144,34.31420859,-0.138391703,13.52795601,3.138705665,2.947614707,0.179363286,0.078031426,0.204175637,0.086880025,-1,-1,-1,-1,-1,-1,0.090098871,0.578947368,0.005600413,0.000560041,0.571052632,0.005614624,0.000561462,0.631578947,0.006336634,0.000633663,0.607894737,0.00678113,0.000678113,0.697368421,0.010660009,0.001066001,0.689473684,0.011965075,0.001196508,0.768421053,0.011834805,0.001183481,0.555263158,0.008863867,0.000886387,0.663157895,0.021404892,0.002140489
vehicle.arff,846,6.74051936,19,2.944438979,0.022458629,-3.79608038,44.52631579,3.79608038,2,0,0,18,100,0,0,0.257683215,0.742316785,0.5,0.242316785,0,0,0,0,0,0,0,0,0,0,0,0,628,74.23167849,0.00204484,-0.979781672,58.02393808,5.115651035,14.73492701,-0.225938797,6.766369343,1.039730052,1.648921741,22.75738013,38.79815902,117.634949,0.02165872,-1,-1,-1,-1,-1,-1,0.02370356,0.748823529,0.014198608,0.001419861,0.740588235,0.016620441,0.001662044,0.897647059,0.021428972,0.002142897,0.857647059,0.018640411,0.001864041,0.934705882,0.029753206,0.002975321,0.924117647,0.035443624,0.003544362,0.956470588,0.036029048,0.003602905,0.822941176,0.01559131,0.001559131,0.912941176,0.042995319,0.004299532
vehicle_sensIT.arff,98528,11.49809605,101,4.615120517,0.001025089,-6.882975534,975.5247525,6.882975534,2,0,0,100,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,49264,50,0.582720474,-1.437536002,913.6011632,42.1150409,93.93291568,-1.434081912,28.65529633,3.58632043,3.294837505,1.08716136,0.86757583,-0.346057368,1.806375399,-1,-1,-1,-1,-1,-1,2.389095873,0.792657059,14.02690977,1.402690977,0.78918096,23.47778467,2.347778467,0.792900639,28.35404108,2.835404108,0.788764843,48.495769,4.8495769,0.82157211,50.26630799,5.026630799,0.818121384,91.14566206,9.114566206,0.786273216,280.8871241,28.08871241,0.807129808,4.23379583,0.423379583,0.750218208,4594.304845,459.4304845
veteran.arff,137,4.919980926,8,2.079441542,0.058394161,-2.840539384,17.125,2.840539384,2,4,57.14285714,3,42.85714286,0.75,1.333333333,0.313868613,0.686131387,0.5,0.186131387,3,2,4,2.5,0.866025404,10,0,0,0,0,0,0,94,68.61313869,0.006693494,-0.797594314,23.38817799,7.377821623,11.32188483,-0.6362046,4.105526924,1.042576849,2.169169818,13.68091488,4.444545158,41.88321145,0.002935805,0.897588751,4.31977,0.021160135,42.41885655,203.1468324,0.004846033,0.014475333,0.632142857,0.004532596,0.00045326,0.667857143,0.004308374,0.000430837,0.714285714,0.00420258,0.000420258,0.7,0.00435535,0.000435535,0.642857143,0.005361585,0.000536159,0.671428571,0.005032358,0.000503236,0.703571429,0.00547567,0.000547567,0.610714286,0.00866412,0.000866412,0.628571429,0.01734403,0.001734403
vinnie.arff,380,5.940171253,3,1.098612289,0.007894737,-4.841558964,126.6666667,4.841558964,2,0,0,2,100,0,0,0.486842105,0.513157895,0.5,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,195,51.31578947,0.005641073,-1.299041423,-0.521730184,-0.910385804,0.38865562,-0.105559155,0.196919963,0.045680404,0.151239559,2.082046688,0.985846102,46.1763165,0.006774419,-1,-1,-1,-1,-1,-1,0.012415492,0.823684211,0.008147383,0.000814738,0.814473684,0.00451799,0.000451799,0.823684211,0.004868139,0.000486814,0.814473684,0.004284689,0.000428469,0.802631579,0.004604047,0.000460405,0.807894737,0.004618258,0.000461826,0.815789474,0.005071439,0.000507144,0.809210526,0.007029432,0.000702943,0.782894737,0.015407748,0.001540775
visualizing_environmental.arff,111,4.709530201,4,1.386294361,0.036036036,-3.32323584,27.75,3.32323584,2,0,0,3,100,0,0,0.477477477,0.522522523,0.5,0.022522523,0,0,0,0,0,0,0,0,0,0,0,0,58,52.25225225,0.001550209,-0.929224949,1.204408305,-0.130953879,0.950244833,-0.486246645,1.248103619,0.178920319,0.763507088,44.45115693,34.12473025,101.564565,0.002881329,-1,-1,-1,-1,-1,-1,0.004431539,0.760869565,0.004510095,0.00045101,0.747826087,0.004519569,0.000451957,0.713043478,0.004484436,0.000448444,0.7,0.005056833,0.000505683,0.652173913,0.004933274,0.000493327,0.695652174,0.005729104,0.00057291,0.673913043,0.005403429,0.000540343,0.726086957,0.006788631,0.000678863,0.639130435,0.013479362,0.001347936
visualizing_galaxy.arff,323,5.777652323,5,1.609437912,0.015479876,-4.168214411,64.6,4.168214411,2,0,0,4,100,0,0,0.458204334,0.541795666,0.5,0.041795666,0,0,0,0,0,0,0,0,0,0,0,0,175,54.17956656,0.001700217,-0.917971553,-0.164315902,-0.618313645,0.293049409,-0.613377154,0.021762243,-0.149641348,0.268243433,24.72373128,9.322589761,20.30902226,0.003711897,-1,-1,-1,-1,-1,-1,0.005412114,0.818461538,0.005354085,0.000535408,0.796923077,0.007796839,0.000779684,0.843076923,0.009047034,0.000904703,0.826153846,0.007277734,0.000727773,0.932307692,0.006262025,0.000626203,0.932307692,0.007846184,0.000784618,0.932307692,0.006275842,0.000627584,0.927692308,0.00780434,0.000780434,0.927692308,0.018221574,0.001822157
visualizing_livestock.arff,130,4.86753445,3,1.098612289,0.023076923,-3.768922162,43.33333333,3.768922162,2,2,100,0,0,0,0,0.192307692,0.807692308,0.5,0.307692308,0,5,26,15.5,10.5,31,0,0,0,0,0,0,105,80.76923077,0.007548143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.706274089,4.59576,0.146214067,4.830411368,30.43171206,0.007762495,0.015310638,0.807692308,0.006250972,0.000625097,0.807692308,0.006130966,0.000613097,0.876923077,0.006102544,0.000610254,0.876923077,0.006515459,0.000651546,0.838461538,0.005195393,0.000519539,0.861538462,0.0042839,0.00042839,0.792307692,0.00413784,0.000413784,0.807692308,0.007331816,0.000733182,0.734615385,0.014240453,0.001424045
vote.arff,435,6.075346031,17,2.833213344,0.03908046,-3.242132687,25.58823529,3.242132687,2,16,100,0,0,0,0,0.386206897,0.613793103,0.5,0.113793103,0,9,106,26.5,22.77882789,424,392,5.300878972,203,46.66666667,16,3.67816092,267,61.37931034,0.004870508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.962308049,5.3507,0.163780619,5.875591718,31.66994731,0.014921408,0.019791916,0.955172414,0.005081703,0.00050817,0.955172414,0.004636022,0.000463602,0.955172414,0.005256185,0.000525619,0.955172414,0.005494618,0.000549462,0.954022989,0.00601175,0.000601175,0.951724138,0.006029514,0.000602951,0.947126437,0.00642506,0.000642506,0.94137931,0.010371442,0.001037144,0.933333333,0.023821197,0.00238212
water-treatment.arff,527,6.267200549,39,3.663561646,0.074003795,-2.603638902,13.51282051,2.603638902,2,17,44.73684211,21,55.26315789,1.235294118,0.80952381,0.151802657,0.848197343,0.5,0.348197343,0,62,527,267.7058824,151.0807204,4551,560,2.724663066,146,27.70398482,30,5.69259962,447,84.81973435,0.006329529,-1,-1,-1,-1,-1,-1,-1,-1,6.461067218,4.974747687,43.5116061,0.018741074,0.614333129,6.08781,0.234602435,2.618613603,24.94947705,0.017948402,0.043019004,0.952830189,0.014508098,0.00145081,0.952830189,0.020414052,0.002041405,0.955660377,0.023538157,0.002353816,0.958490566,0.037451751,0.003745175,0.987735849,0.040388346,0.004038835,0.990566038,0.050284501,0.00502845,0.986792453,0.041003377,0.004100338,0.847169811,0.012333383,0.001233338,0.773584906,0.036130105,0.003613011
waveform-5000.arff,5000,8.517193191,41,3.713572067,0.0082,-4.803621125,121.9512195,4.803621125,2,0,0,40,100,0,0,0.3384,0.6616,0.5,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,3308,66.16,0.015858955,-0.679573062,0.149258021,-0.197420876,0.259657308,-0.271949232,0.271955371,0.035457634,0.118019172,1.270988198,0.347092344,0.899487885,0.084386347,-1,-1,-1,-1,-1,-1,0.100245302,0.7563,0.167497629,0.016749763,0.7475,0.176506767,0.017650677,0.7817,0.307261628,0.030726163,0.782,0.448357931,0.044835793,0.8055,0.657188953,0.065718895,0.804,0.932535293,0.093253529,0.8117,1.860636679,0.186063668,0.8519,0.050693469,0.005069347,0.8264,5.690395096,0.56903951
wind.arff,6574,8.790877754,15,2.708050201,0.002281716,-6.082827553,438.2666667,6.082827553,2,0,0,14,100,0,0,0.467447521,0.532552479,0.5,0.032552479,0,0,0,0,0,0,0,0,0,0,0,0,3501,53.25524795,0.008400817,-1.207945559,1.053141597,-0.030753095,0.665693111,-0.009422974,0.903051555,0.486343562,0.275454594,4.987184286,1.260249194,14.20665775,0.026321981,-1,-1,-1,-1,-1,-1,0.034722798,0.816730038,0.086608432,0.008660843,0.816730038,0.099866335,0.009986634,0.816730038,0.150461905,0.01504619,0.816730038,0.196185387,0.019618539,0.836577947,0.313438781,0.031343878,0.832395437,0.311877518,0.031187752,0.799391635,0.731180962,0.073118096,0.805627376,0.051562723,0.005156272,0.808365019,0.882000516,0.088200052
wisconsin.arff,194,5.267858159,33,3.496507561,0.170103093,-1.771350598,5.878787879,1.771350598,2,0,0,32,100,0,0,0.463917526,0.536082474,0.5,0.036082474,0,0,0,0,0,0,0,0,0,0,0,0,104,53.60824742,0.005599624,-0.281127003,25.59521134,2.730182107,4.488001604,-0.129099369,3.871343136,1.130561231,0.75881954,33.27379757,116.6177688,87.54843707,0.04918313,-1,-1,-1,-1,-1,-1,0.054782754,0.538461538,0.008447793,0.000844779,0.507692308,0.012004946,0.001200495,0.548717949,0.011628742,0.001162874,0.535897436,0.0196952,0.00196952,0.574358974,0.019134251,0.001913425,0.523076923,0.033650244,0.003365024,0.538461538,0.024476099,0.00244761,0.582051282,0.007762101,0.00077621,0.5,0.016547411,0.001654741
yeast_ml8.arff,2417,7.790282381,117,4.762173935,0.048407116,-3.028108446,20.65811966,3.028108446,2,13,11.20689655,103,88.79310345,7.923076923,0.126213592,0.014067025,0.985932975,0.5,0.485932975,13,2,2,2,0,26,0,0,0,0,0,0,2383,98.59329748,0.013169872,-1.174902293,6.671649854,1.394419843,1.545566218,-0.867007136,1.852742076,0.345778262,0.679508148,0.098484556,0.002809434,6.18E-05,0.104072468,0.106684866,6.44759,0.003386971,31.49860976,1902.645624,0.015620127,0.132862468,0.98553719,0.238301188,0.023830119,0.98553719,0.444134034,0.044413403,0.984917355,0.430036089,0.043003609,0.98553719,0.604355508,0.060435551,0.984297521,0.885552932,0.088555293,0.984710744,0.766089296,0.07660893,0.970247934,3.313092974,0.331309297,0.78946281,0.039152757,0.003915276,0.972727273,2.57876738,0.257876738
